id,email,birth_date,birth_date_year,sex,province,location,distance,steps,latitude,longitude
216,miyeong88@live.com,1972-02-21,1972,여자,경상남도,경상남도 마산시 봉암동,5395,7391,35.22131864,128.5949437
217,hyeonu28@dreamwiz.com,2002-11-04,2002,남자,강원도,경상북도 안동시 법상동,4341,5946,36.57044876,128.7237119
218,minjigu@hotmail.com,1957-01-04,1957,남자,서울특별시,경기도 성남시 수정구 신흥동,3979,5450,37.43973017,127.1446639
219,sunog69@gmail.com,1951-02-09,1951,남자,경기도,서울특별시 영등포구 여의도동,3931,5385,37.52580566,126.9266096
220,jihu40@daum.net,1961-05-19,1961,여자,서울특별시,경상남도 창원시 성주동,6591,9029,35.18362701,128.7038529
221,hongjunyeong@dreamwiz.com,1995-09-05,1995,남자,경상남도,경상남도 마산시 봉암동,2569,3519,35.22131864,128.5949437
222,eunjeong57@nate.com,1985-08-30,1985,남자,충청북도,경기도 성남시 수정구 신흥동,2836,3885,37.43973017,127.1446639
223,hbag@dreamwiz.com,1981-11-03,1981,남자,경기도,충청북도 제천시 화산동,4711,6453,37.12914435,128.2094095
224,seongsu20@hotmail.com,1984-08-26,1984,여자,서울특별시,경상남도 창원시 성주동,7509,10286,35.18362701,128.7038529
225,juweon29@naver.com,1971-12-26,1971,남자,서울특별시,충청북도 제천시 화산동,3606,4940,37.12914435,128.2094095
226,ggim@naver.com,1984-10-22,1984,남자,강원도,경상북도 안동시 법상동,6412,8784,36.57044876,128.7237119
227,bhan@nate.com,1994-06-20,1994,남자,충청남도,경기도 성남시 중원구 상대원동,8547,11708,37.44275172,127.1669886
228,fgim@live.com,2008-12-04,2008,여자,충청북도,대전광역시 대덕구 비래동,5847,8009,36.35213652,127.443019
229,igim@hanmail.net,1965-05-26,1965,남자,경상남도,경상남도 마산시 봉암동,3164,4334,35.22131864,128.5949437
230,yeongsiggim@naver.com,1998-02-28,1998,남자,경기도,부산광역시 부산진구 부전제1동,3641,4987,35.16360753,129.0629884
231,gyeonghyigwag@live.com,1964-09-08,1964,남자,강원도,경상북도 안동시 법상동,8269,11328,36.57044876,128.7237119
232,jeongsungim@gmail.com,1976-11-30,1976,여자,경기도,경상북도 문경시 신기동,6126,8392,36.63477454,128.1664845
233,mijeongi@daum.net,1982-08-05,1982,남자,경기도,울산광역시 중구 성안동,8135,11144,35.57906778,129.3224268
234,vjeon@daum.net,2007-07-29,2007,남자,서울특별시,충청북도 제천시 화산동,6678,9148,37.12914435,128.2094095
235,yeongsun27@gmail.com,1980-10-11,1980,남자,경기도,경기도 성남시 수정구 신흥동,5349,7327,37.43973017,127.1446639
236,yeongsuggim@live.com,2002-02-05,2002,여자,서울특별시,경기도 성남시 분당구 정자동,6939,9506,37.36263671,127.1146307
237,jangjaehyeon@dreamwiz.com,1996-05-21,1996,남자,전라남도,경기도 안양시 동안구 관양동,4945,6774,37.39718489,126.978675
238,egim@daum.net,1963-08-02,1963,남자,경상남도,경상남도 마산시 봉암동,7750,10616,35.22131864,128.5949437
239,junyeongbaeg@hanmail.net,1953-08-30,1953,남자,강원도,경상북도 안동시 법상동,3119,4272,36.57044876,128.7237119
240,miyeongi@naver.com,1951-03-20,1951,여자,서울특별시,충청북도 제천시 화산동,7753,10620,37.12914435,128.2094095
241,zgang@hanmail.net,1951-04-27,1951,남자,서울특별시,경상남도 창원시 성주동,2821,3865,35.18362701,128.7038529
242,jia10@nate.com,1997-05-01,1997,남자,전라남도,경기도 용인시 기흥구 상하동,5588,7655,37.26065783,127.1411257
243,minseog74@daum.net,1956-11-12,1956,남자,경상남도,경상남도 마산시 봉암동,2932,4016,35.22131864,128.5949437
244,migyeongi@hanmail.net,1992-12-24,1992,여자,경상남도,경상남도 마산시 봉암동,4227,5791,35.22131864,128.5949437
245,qgim@hanmail.net,1991-07-19,1991,남자,전라남도,경기도 성남시 수정구 신흥동,3348,4586,37.43973017,127.1446639
246,mcoe@gmail.com,1985-01-12,1985,남자,강원도,경상북도 안동시 법상동,3513,4812,36.57044876,128.7237119
247,hayuni@dreamwiz.com,1993-09-20,1993,남자,서울특별시,경상남도 창원시 성주동,4650,6370,35.18362701,128.7038529
248,yeonghwan37@nate.com,2003-11-18,2003,여자,서울특별시,경상북도 문경시 신기동,7426,10173,36.63477454,128.1664845
249,lgim@hotmail.com,1960-05-27,1960,남자,서울특별시,충청북도 제천시 화산동,7491,10261,37.12914435,128.2094095
250,dbag@nate.com,1973-03-27,1973,남자,서울특별시,경상남도 창원시 성주동,3451,4728,35.18362701,128.7038529
251,sunjasong@hanmail.net,1951-01-18,1951,남자,서울특별시,울산광역시 중구 성안동,6188,8477,35.57906778,129.3224268
252,sujin75@daum.net,1972-12-02,1972,여자,강원도,경상북도 안동시 법상동,6166,8447,36.57044876,128.7237119
253,jiuhan@hanmail.net,1997-12-28,1997,남자,전라북도,경기도 안양시 만안구 안양동,6486,8885,37.38863794,126.9252441
254,yunjeongsun@gmail.com,2006-05-06,2006,남자,강원도,경상북도 안동시 법상동,7389,10122,36.57044876,128.7237119
255,yeongsungim@hanmail.net,1991-02-03,1991,남자,서울특별시,경기도 안양시 만안구 안양동,8388,11491,37.38863794,126.9252441
256,jihun00@naver.com,2001-07-04,2001,남자,서울특별시,충청북도 제천시 화산동,3759,5149,37.12914435,128.2094095
257,byeongceolgim@nate.com,1952-12-05,1952,남자,충청남도,경기도 안양시 동안구 관양동,7712,10565,37.39718489,126.978675
258,seonyeong86@gmail.com,1984-09-10,1984,남자,경상남도,경상남도 마산시 봉암동,4389,6012,35.22131864,128.5949437
259,iseongmin@naver.com,1963-07-02,1963,남자,전라남도,경기도 성남시 수정구 신흥동,3354,4594,37.43973017,127.1446639
260,yeongsungim@daum.net,1961-10-18,1961,여자,전라남도,경기도 안양시 동안구 관양동,6736,9227,37.39718489,126.978675
261,osanghyeon@nate.com,1971-10-29,1971,남자,경기도,경상남도 밀양시 내일동,6098,8353,35.49161857,128.751797
262,yeonghwangim@gmail.com,1972-08-15,1972,남자,충청남도,부산광역시 부산진구 전포제1동,3457,4735,35.15355474,129.0675338
263,gimjunho@hanmail.net,1997-09-10,1997,남자,경기도,경기도 안양시 동안구 관양동,6891,9440,37.39718489,126.978675
264,jangyejun@nate.com,1995-05-25,1995,여자,경상남도,경상남도 마산시 봉암동,7844,10745,35.22131864,128.5949437
265,ieunju@hotmail.com,1968-07-01,1968,남자,서울특별시,경기도 성남시 수정구 신흥동,5166,7077,37.43973017,127.1446639
266,jungsu99@dreamwiz.com,1994-11-23,1994,남자,경상남도,경상남도 마산시 봉암동,6345,8692,35.22131864,128.5949437
267,zbag@naver.com,1983-03-13,1983,남자,서울특별시,경기도 성남시 분당구 정자동,4919,6739,37.36263671,127.1146307
268,sugjacoe@gmail.com,1996-11-12,1996,여자,전라북도,경기도 성남시 분당구 정자동,5502,7537,37.36263671,127.1146307
269,gimyeongsu@live.com,1970-08-28,1970,남자,충청남도,경기도 안양시 동안구 관양동,5041,6906,37.405859,126.9586544
270,minji48@naver.com,1980-05-12,1980,남자,충청북도,서울특별시 영등포구 여의도동,8012,10976,37.52580566,126.9266096
271,gyeongja61@nate.com,1955-02-22,1955,남자,서울특별시,충청북도 제천시 화산동,7488,10258,37.12914435,128.2094095
272,yunminseo@gmail.com,1973-08-03,1973,여자,충청남도,경상남도 거제시 장승포동,3459,4738,34.85677719,128.7203081
273,jinho22@daum.net,1985-05-01,1985,남자,전라남도,경상북도 문경시 신기동,4796,6570,36.63477454,128.1664845
274,yeongsugryu@dreamwiz.com,1989-09-25,1989,남자,경상남도,경상남도 마산시 봉암동,5222,7153,35.22131864,128.5949437
275,juweon42@hotmail.com,1990-09-07,1990,남자,서울특별시,충청북도 제천시 화산동,7766,10639,37.12914435,128.2094095
276,zjeon@daum.net,1997-06-09,1997,여자,전라남도,경기도 성남시 수정구 신흥동,4485,6144,37.43973017,127.1446639
277,yeonghwanjang@gmail.com,1962-10-23,1962,남자,서울특별시,서울특별시 마포구 서교동,7790,10671,37.55820368,126.9169273
278,heosunog@live.com,1972-09-30,1972,남자,전라남도,대전광역시 대덕구 비래동,7398,10134,36.35213652,127.443019
279,bageunseo@live.com,1994-10-23,1994,남자,경상남도,경상남도 마산시 봉암동,8126,11132,35.22131864,128.5949437
280,caeweon66@dreamwiz.com,2007-04-14,2007,여자,충청남도,울산광역시 중구 성안동,7420,10165,35.57906778,129.3224268
281,gimeunseo@gmail.com,2002-11-26,2002,남자,서울특별시,경상남도 창원시 성주동,7471,10234,35.18362701,128.7038529
282,ryuseohyeon@nate.com,1983-07-18,1983,남자,강원도,경상북도 안동시 법상동,2700,3698,36.57044876,128.7237119
283,eunseo95@dreamwiz.com,1954-05-31,1954,남자,경상남도,경상남도 마산시 봉암동,7577,10379,35.22131864,128.5949437
284,caeweongang@daum.net,1972-01-26,1972,여자,충청북도,경상남도 밀양시 내일동,4508,6176,35.49161857,128.751797
285,jiyeon10@nate.com,1954-09-14,1954,남자,서울특별시,서울특별시 마포구 서교동,6380,8740,37.55820368,126.9169273
286,wyang@naver.com,1991-01-23,1991,남자,강원도,경상북도 안동시 법상동,7088,9709,36.57044876,128.7237119
287,gangjihu@nate.com,1955-05-17,1955,남자,충청남도,경상북도 문경시 신기동,4608,6312,36.63477454,128.1664845
288,yujin57@hanmail.net,1954-11-10,1954,여자,서울특별시,경기도 용인시 기흥구 상하동,8618,11805,37.26065783,127.1411257
289,minseogjang@hotmail.com,1984-09-20,1984,남자,충청북도,부산광역시 서구 부민동,7877,10791,35.10557476,129.0180691
290,wson@daum.net,1984-02-06,1984,남자,전라북도,경기도 고양시 덕양구 주교동,7290,9986,37.65683566,126.8327716
291,bagyeonggil@hotmail.com,1964-04-09,1964,남자,충청남도,부산광역시 부산진구 부전제1동,3536,4844,35.16360753,129.0629884
292,go@hanmail.net,1978-12-18,1978,남자,강원도,경상북도 안동시 법상동,7420,10165,36.57044876,128.7237119
293,hyeonjeong53@dreamwiz.com,1978-03-14,1978,남자,서울특별시,서울특별시 마포구 서교동,3645,4993,37.55820368,126.9169273
294,pi@hanmail.net,1989-12-08,1989,남자,충청남도,서울특별시 영등포구 여의도동,3554,4868,37.52580566,126.9266096
295,ibag@daum.net,1991-10-28,1991,남자,전라북도,경기도 안양시 만안구 안양동,2868,3929,37.38863794,126.9252441
296,inam@hotmail.com,1987-02-04,1987,여자,경상남도,경상남도 김해시 대성동,6197,8489,35.24148522,128.8785406
297,isangho@gmail.com,1963-08-25,1963,남자,서울특별시,서울특별시 마포구 서교동,4219,5779,37.55820368,126.9169273
298,nohyeonjun@live.com,1982-06-02,1982,남자,제주도,전라남도 목포시 상동,7693,10539,34.80084549,126.4136438
299,jihye28@daum.net,1978-04-04,1978,남자,전라남도,울산광역시 중구 성안동,4519,6191,35.57906778,129.3224268
300,gwangsu63@live.com,1965-07-03,1965,여자,경상남도,경상남도 김해시 대성동,5978,8189,35.24148522,128.8785406
301,jeongyeongceol@live.com,1971-06-25,1971,남자,강원도,경상북도 안동시 법상동,2870,3931,36.57044876,128.7237119
302,yeongmii@hanmail.net,2008-05-11,2008,남자,경상남도,경상남도 김해시 대성동,4857,6653,35.24148522,128.8785406
303,hwangcunja@hotmail.com,1956-01-12,1956,남자,전라북도,울산광역시 중구 성안동,3779,5177,35.57906778,129.3224268
304,junseogim@hanmail.net,1987-10-30,1987,여자,제주도,전라남도 목포시 상동,6150,8425,34.80084549,126.4136438
305,cgim@hanmail.net,1953-09-19,1953,남자,강원도,경상북도 안동시 법상동,7129,9766,36.57044876,128.7237119
306,gimeunseo@daum.net,1975-06-13,1975,남자,서울특별시,경상남도 창원시 성주동,8682,11893,35.18362701,128.7038529
307,iboram@dreamwiz.com,2010-11-24,2010,남자,충청북도,경기도 고양시 덕양구 주교동,5741,7865,37.65683566,126.8327716
308,guyeongil@gmail.com,1981-01-24,1981,남자,충청북도,서울특별시 영등포구 여의도동,6174,8457,37.52580566,126.9266096
309,gwagjeongnam@naver.com,1960-10-21,1960,남자,서울특별시,경기도 성남시 수정구 신흥동,6052,8290,37.43973017,127.1446639
310,igim@nate.com,1963-01-30,1963,남자,전라북도,경기도 안양시 만안구 안양동,7386,10118,37.38863794,126.9252441
311,zjin@live.com,1971-11-20,1971,남자,충청북도,서울특별시 영등포구 여의도동,5437,7448,37.52580566,126.9266096
312,yeonghyihan@hanmail.net,1968-05-13,1968,여자,서울특별시,서울특별시 마포구 서교동,6523,8935,37.55820368,126.9169273
313,xryu@hotmail.com,1977-09-17,1977,남자,전라남도,경기도 안양시 만안구 안양동,3918,5367,37.38863794,126.9252441
314,seoyeon29@daum.net,2009-10-26,2009,남자,전라남도,경기도 고양시 덕양구 주교동,4129,5656,37.65683566,126.8327716
315,jeongung24@naver.com,2000-02-02,2000,남자,강원도,경상북도 안동시 법상동,8107,11106,36.57044876,128.7237119
316,jeonghun49@dreamwiz.com,1977-04-09,1977,여자,충청북도,경기도 성남시 수정구 신흥동,2932,4017,37.43973017,127.1446639
317,gimseojun@naver.com,1988-06-02,1988,남자,전라북도,경기도 안양시 동안구 호계동,6009,8232,37.39050639,126.9502273
318,seunghyeonsong@hanmail.net,1991-07-29,1991,남자,충청북도,부산광역시 서구 부민동,8272,11332,35.10557476,129.0180691
319,po@hotmail.com,2006-04-22,2006,남자,충청남도,경기도 안양시 만안구 안양동,7247,9927,37.38863794,126.9252441
320,mi@daum.net,2006-06-13,2006,여자,충청북도,경기도 안양시 만안구 안양동,5712,7825,37.38863794,126.9252441
321,gimyeongmi@gmail.com,1953-08-25,1953,남자,서울특별시,서울특별시 마포구 서교동,5417,7420,37.55820368,126.9169273
322,ri@hotmail.com,2007-06-08,2007,남자,전라남도,서울특별시 마포구 서교동,3350,4589,37.55820368,126.9169273
323,yeongsugjeong@hanmail.net,2006-04-21,2006,남자,전라남도,울산광역시 중구 성안동,7918,10846,35.57906778,129.3224268
324,mgim@live.com,1974-03-24,1974,여자,서울특별시,경상남도 창원시 성주동,2602,3564,35.18362701,128.7038529
325,ogja23@naver.com,1989-07-02,1989,남자,충청북도,경기도 안양시 동안구 관양동,8563,11730,37.405859,126.9586544
326,jeonghunbag@daum.net,1994-08-08,1994,남자,전라북도,경기도 안양시 만안구 안양동,3941,5398,37.38863794,126.9252441
327,yeonggil70@naver.com,1965-11-01,1965,남자,강원도,경상북도 안동시 법상동,7832,10729,36.57044876,128.7237119
328,gangyujin@naver.com,1975-05-11,1975,여자,전라북도,대전광역시 대덕구 비래동,7477,10243,36.35213652,127.443019
329,gimeunseo@hotmail.com,1969-03-18,1969,남자,경상남도,경상남도 김해시 대성동,7702,10550,35.24148522,128.8785406
330,haeungang@daum.net,1994-10-31,1994,남자,경상남도,경상남도 김해시 대성동,6179,8465,35.24148522,128.8785406
331,gosugja@hanmail.net,1983-04-05,1983,남자,제주도,전라남도 목포시 상동,3484,4773,34.80084549,126.4136438
332,hjang@hotmail.com,1990-09-04,1990,여자,전라북도,경기도 성남시 중원구 상대원동,3263,4470,37.44275172,127.1669886
333,yeji13@live.com,1984-01-01,1984,남자,충청북도,경기도 성남시 수정구 신흥동,3605,4938,37.43973017,127.1446639
334,ojeong@naver.com,1995-08-01,1995,남자,전라북도,경기도 안양시 동안구 관양동,5641,7727,37.39718489,126.978675
335,yunyeongsug@hanmail.net,1964-10-28,1964,남자,충청북도,서울특별시 영등포구 여의도동,6973,9552,37.52580566,126.9266096
336,xju@live.com,2001-02-17,2001,여자,전라북도,경기도 성남시 수정구 신흥동,4714,6458,37.43973017,127.1446639
337,gi@hotmail.com,1974-11-16,1974,남자,서울특별시,경상남도 창원시 성주동,4807,6585,35.18362701,128.7038529
338,borambag@gmail.com,1985-02-07,1985,남자,전라북도,서울특별시 마포구 서교동,2838,3887,37.55820368,126.9169273
339,ugim@nate.com,1956-06-03,1956,남자,충청북도,경기도 안양시 동안구 호계동,3472,4756,37.39050639,126.9502273
340,sangceoljang@gmail.com,1972-01-31,1972,여자,충청남도,경상북도 문경시 신기동,2624,3594,36.63477454,128.1664845
341,mjeon@hotmail.com,1982-01-13,1982,남자,서울특별시,경상남도 창원시 성주동,8731,11960,35.18362701,128.7038529
342,jeonghyii@nate.com,1998-11-21,1998,남자,서울특별시,경기도 용인시 기흥구 상하동,8210,11246,37.26065783,127.1411257
343,yeongilyun@daum.net,1985-10-13,1985,남자,충청남도,부산광역시 서구 부민동,7685,10527,35.10557476,129.0180691
344,jieun70@hotmail.com,1955-06-11,1955,여자,충청남도,경상남도 거제시 장승포동,7098,9723,34.85677719,128.7203081
